4;13.521477756357788;15.208577308259338
5;13.165064005998712;14.754365599672196
6;14.314866431053176;14.865201633337165
7;15.548219857354203;15.66213983936746
8;15.270879295328784;15.79847180110162
9;15.499503355801991;16.50349967890045
10;16.407715880924155;16.677458140476165
11;17.388008874085536;16.971891522646064
12;17.988629217915456;17.54927328196694
13;18.849948697111923;17.86900336250882
14;19.949105707338923;18.168187312771884
15;21.109047587980182;18.584812065386238
16;22.250513551314306;19.292380054153075
17;23.44381745645365;19.942412844630297
18;24.719702620264165;20.780072734447433
19;25.909024880134535;21.696056982440854
20;27.10525457911162;22.68310513039636
